"","Bat.species","Bat.family","Continent","Country","Reference","Link"
"536","Hypsugo pulveratus","Vespertilionidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"537","Hypsugo savii","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"538","Hypsugo savii","Vespertilionidae","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679","https://doi.org/10.3390/v5112679"
"539","Hypsugo savii","Vespertilionidae","Europe","Italy","Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1","https://doi.org/10.1186/s12985-017-0907-1"
"540","Ia io","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"541","Ia io","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"542","Ia io","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"543","Kerivoula hardwickii","Vespertilionidae","Asia","Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"544","Kerivoula pellucida","Vespertilionidae","Asia","Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"545","Kerivoula titania","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"546","Murina cyclotis","Vespertilionidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"547","Murina leucogaster","Vespertilionidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"548","Murina leucogaster","Vespertilionidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"549","Murina recondita","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"550","Myotis adversus","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"551","Myotis aurascens","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"552","Myotis bechsteinii","Vespertilionidae","Europe","Germany","Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010","https://doi.org/10.1016/j.meegid.2015.11.010"
"553","Myotis bechsteinii","Vespertilionidae","Europe","Germany","Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439","https://dx.doi.org/10.3201%2Feid1404.071439"
"554","Myotis blythii","Vespertilionidae","Europe","Italy","De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x","https://doi.org/10.1007/s11262-013-1008-x"
"555","Myotis blythii","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"556","Myotis bombinus","Vespertilionidae","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653","https://doi.org/10.1111/tbed.13653"
"557","Myotis brandtii","Vespertilionidae","Europe","Finland","Kivisto 2019 VBZD https://doi.org/10.1089/vbz.2018.2367","https://doi.org/10.1089/vbz.2018.2367"
"558","Myotis californicus","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"559","Myotis capaccinii","Vespertilionidae","Europe","Spain","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"560","Myotis chinensis","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"561","Myotis chinensis","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"562","Myotis dasycneme","Vespertilionidae","Europe","Germany","Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439","https://dx.doi.org/10.3201%2Feid1404.071439"
"563","Myotis dasycneme","Vespertilionidae","Europe","Denmark","Lazov 2018 Viruses https://doi.org/10.3390/v10090486","https://doi.org/10.3390/v10090486"
"564","Myotis dasycneme","Vespertilionidae","Europe","Denmark","Lazov 2021 Viruses https://doi.org/10.3390/v13061073","https://doi.org/10.3390/v13061073"
"565","Myotis dasycneme","Vespertilionidae","Europe","Netherlands","Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173","https://doi.org/10.1089/vbz.2009.0173"
"566","Myotis daubentonii","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"567","Myotis daubentonii","Vespertilionidae","Europe","France","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"568","Myotis daubentonii","Vespertilionidae","Europe","UK","August 2012 VBZD https://doi.org/10.1089/vbz.2011.0829","https://doi.org/10.1089/vbz.2011.0829"
"569","Myotis daubentonii","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"570","Myotis daubentonii","Vespertilionidae","Europe","Germany","Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439","https://dx.doi.org/10.3201%2Feid1404.071439"
"571","Myotis daubentonii","Vespertilionidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"572","Myotis daubentonii","Vespertilionidae","Europe","Finland","Kivisto 2019 VBZD https://doi.org/10.1089/vbz.2018.2367","https://doi.org/10.1089/vbz.2018.2367"
"573","Myotis daubentonii","Vespertilionidae","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15","https://doi.org/10.1128/JVI.01048-15"
"574","Myotis daubentonii","Vespertilionidae","Europe","Denmark","Lazov 2018 Viruses https://doi.org/10.3390/v10090486","https://doi.org/10.3390/v10090486"
"575","Myotis daubentonii","Vespertilionidae","Europe","Denmark","Lazov 2021 Viruses https://doi.org/10.3390/v13061073","https://doi.org/10.3390/v13061073"
"576","Myotis daubentonii","Vespertilionidae","Europe","Netherlands","Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173","https://doi.org/10.1089/vbz.2009.0173"
"577","Myotis daubentonii","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"578","Myotis daubentonii","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"579","Myotis daubentonii","Vespertilionidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"580","Myotis davidii","Vespertilionidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"581","Myotis emarginatus","Vespertilionidae","Europe","France","Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364","https://doi.org/10.3390/v9120364"
"582","Myotis emarginatus","Vespertilionidae","Europe","Luxembourg","Pauly 2017 AEM http://doi.org/10.1128/AEM.01326-17","http://doi.org/10.1128/AEM.01326-17"
"583","Myotis evotis","Vespertilionidae","America","USA","Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156","https://doi.org/10.1371/journal.pone.0019156"
"584","Myotis fimbriatus","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"585","Myotis fimbriatus","Vespertilionidae","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358","https://doi.org/10.1111/zph.12358"
"586","Myotis fimbriatus","Vespertilionidae","Asia","China","PREDICT database http://data.predict.global/","http://data.predict.global/"
"587","Myotis flavus","Vespertilionidae","Asia","Taiwan","Chen 2016 ZPH https://doi.org/10.1111/zph.12271","https://doi.org/10.1111/zph.12271"
"588","Myotis horsfieldii","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"589","Myotis horsfieldii","Vespertilionidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"590","Myotis horsfieldii","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"591","Myotis ikonnikovi","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"592","Myotis laniger","Vespertilionidae","Asia","China","PREDICT database http://data.predict.global/","http://data.predict.global/"
"593","Myotis laniger","Vespertilionidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"594","Myotis longipes","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"595","Myotis longipes","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"596","Myotis lucifugus","Vespertilionidae","America","Canada","Davy 2018 Sci Rep https://doi.org/10.1038/s41598-018-33975-x","https://doi.org/10.1038/s41598-018-33975-x"
"597","Myotis lucifugus","Vespertilionidae","America","Canada","Misra 2009 J Gen Virol https://doi.org/10.1099/vir.0.010694-0","https://doi.org/10.1099/vir.0.010694-0"
"598","Myotis lucifugus","Vespertilionidae","America","USA","Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156","https://doi.org/10.1371/journal.pone.0019156"
"599","Myotis lucifugus","Vespertilionidae","America","Canada","Subudhi 2017 J Gen Virol https://doi.org/10.1099/jgv.0.000898","https://doi.org/10.1099/jgv.0.000898"
"600","Myotis macrodactylus","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"601","Myotis macrodactylus","Vespertilionidae","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653","https://doi.org/10.1111/tbed.13653"
"602","Myotis macropus","Vespertilionidae","Oceania","Australia","Jeong 2017 Epidemiol Infect https://doi.org/10.1017/S0950268817000991","https://doi.org/10.1017/S0950268817000991"
"603","Myotis macropus","Vespertilionidae","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x","https://doi.org/10.1007/s10393-016-1116-x"
"604","Myotis muricola","Vespertilionidae","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008","https://doi.org/10.1016/j.cell.2021.06.008"
"605","Myotis myotis","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"606","Myotis myotis","Vespertilionidae","Europe","Spain","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"607","Myotis myotis","Vespertilionidae","Europe","Germany","Drexler 2011 EID https://dx.doi.org/10.3201%2Feid1703.100526","https://dx.doi.org/10.3201%2Feid1703.100526"
"608","Myotis myotis","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"609","Myotis myotis","Vespertilionidae","Europe","Switzerland","Hardmeier 2021 PLOS ONE https://doi.org/10.1371/journal.pone.0252534","https://doi.org/10.1371/journal.pone.0252534"
"610","Myotis myotis","Vespertilionidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"611","Myotis myotis","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"612","Myotis nattereri","Vespertilionidae","Europe","France","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"613","Myotis nattereri","Vespertilionidae","Europe","UK","August 2012 VBZD https://doi.org/10.1089/vbz.2011.0829","https://doi.org/10.1089/vbz.2011.0829"
"614","Myotis nattereri","Vespertilionidae","Europe","Germany","Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010","https://doi.org/10.1016/j.meegid.2015.11.010"
"615","Myotis nattereri","Vespertilionidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"616","Myotis nattereri","Vespertilionidae","Europe","Denmark","Lazov 2018 Viruses https://doi.org/10.3390/v10090486","https://doi.org/10.3390/v10090486"
"617","Myotis nattereri","Vespertilionidae","Europe","France","Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364","https://doi.org/10.3390/v9120364"
"618","Myotis nattereri","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"619","Myotis nigricans","Vespertilionidae","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034","https://doi.org/10.1016/j.meegid.2016.07.034"
"620","Myotis occultus","Vespertilionidae","America","USA","Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491","https://dx.doi.org/10.3201%2Feid1309.070491"
"621","Myotis oxygnathus","Vespertilionidae","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x","https://doi.org/10.1186/s12917-017-1307-x"
"622","Myotis pequinius","Vespertilionidae","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358","https://doi.org/10.1111/zph.12358"
"623","Myotis petax","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"624","Myotis petax","Vespertilionidae","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653","https://doi.org/10.1111/tbed.13653"
"625","Myotis pilosus","Vespertilionidae","Asia","China, Lao PDR","PREDICT database http://data.predict.global/","http://data.predict.global/"
"626","Myotis punicus","Vespertilionidae","Africa","Morocco, Tunisia","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"627","Myotis ricketti","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"628","Myotis ricketti","Vespertilionidae","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358","https://doi.org/10.1111/zph.12358"
"629","Myotis ricketti","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"630","Myotis ricketti","Vespertilionidae","Asia","China","Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9","https://doi.org/10.1007/s12250-017-3976-9"
"631","Myotis ricketti","Vespertilionidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"632","Myotis ricketti","Vespertilionidae","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041","https://doi.org/10.1016/j.virol.2006.02.041"
"633","Myotis ricketti","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"634","Myotis ricketti","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"635","Myotis riparius","Vespertilionidae","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034","https://doi.org/10.1016/j.meegid.2016.07.034"
"636","Myotis siligorensis","Vespertilionidae","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019","https://doi.org/10.1016/j.virol.2017.03.019"
"637","Myotis siligorensis","Vespertilionidae","Asia","China, Laos","PREDICT database http://data.predict.global/","http://data.predict.global/"
"638","Myotis siligorensis","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"639","Myotis velifer","Vespertilionidae","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0","https://doi.org/10.1099/vir.0.049759-0"
"640","Myotis velifer","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"641","Myotis volans","Vespertilionidae","America","USA","Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156","https://doi.org/10.1371/journal.pone.0019156"
"642","Myotis welwitschii","Vespertilionidae","Africa","Rwanda, Uganda","PREDICT database http://data.predict.global/","http://data.predict.global/"
"643","Neoromicia capensis","Vespertilionidae","Africa","South Africa","Corman 2014 J Virol https://doi.org/10.1128/JVI.01498-14","https://doi.org/10.1128/JVI.01498-14"
"644","Neoromicia capensis","Vespertilionidae","Africa","South Africa","Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101","https://doi.org/10.1089/vbz.2012.1101"
"645","Neoromicia capensis","Vespertilionidae","Africa","South Africa","Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527","https://dx.doi.org/10.1371%2Fjournal.pone.0194527"
"646","Neoromicia cf. zuluensis","Vespertilionidae","Africa","South Africa","Ithete 2013 Emerging Infectious Diseases https://dx.doi.org/10.3201%2Feid1910.130946","https://dx.doi.org/10.3201%2Feid1910.130946"
"647","Neoromicia somalica","Vespertilionidae","Africa","Guinea, Ivory Coast, Sierra Leone","PREDICT database http://data.predict.global/","http://data.predict.global/"
"648","Nyctalus lasiopterus","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"649","Nyctalus leisleri","Vespertilionidae","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10","https://doi.org/10.1128/JVI.00650-10"
"650","Nyctalus noctula","Vespertilionidae","Europe","Switzerland","Hardmeier 2021 PLOS ONE https://doi.org/10.1371/journal.pone.0252534","https://doi.org/10.1371/journal.pone.0252534"
"651","Nyctalus noctula","Vespertilionidae","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679","https://doi.org/10.3390/v5112679"
"652","Nyctalus noctula","Vespertilionidae","Europe","Netherlands","Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173","https://doi.org/10.1089/vbz.2009.0173"
"653","Nyctalus plancyi","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"654","Nyctalus velutinus","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"655","Nyctophilus geoffroyi","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"656","Nyctophilus gouldi","Vespertilionidae","Oceania","Australia","Prada 2019 Viruses https://doi.org/10.3390/v11121157","https://doi.org/10.3390/v11121157"
"657","Perimyotis subflavus","Vespertilionidae","America","USA","Huynh 2012 Journal of Virology https://doi.org/10.1128/JVI.00906-12","https://doi.org/10.1128/JVI.00906-12"
"658","Pipistrellus abramus","Vespertilionidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"659","Pipistrellus abramus","Vespertilionidae","Asia","China","Lau 2013 J Virol https://doi.org/10.1128/JVI.01055-13","https://doi.org/10.1128/JVI.01055-13"
"660","Pipistrellus abramus","Vespertilionidae","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018","https://doi.org/10.1093/infdis/jiy018"
"661","Pipistrellus abramus","Vespertilionidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"662","Pipistrellus abramus","Vespertilionidae","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8","https://doi.org/10.1007/s00248-017-1033-8"
"663","Pipistrellus abramus","Vespertilionidae","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324","https://doi.org/10.1111/tbed.14324"
"664","Pipistrellus abramus","Vespertilionidae","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18","http://doi.org/10.1128/JVI.00116-18"
"665","Pipistrellus abramus","Vespertilionidae","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06","https://doi.org/10.1128/JVI.00697-06"
"666","Pipistrellus abramus","Vespertilionidae","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041","https://doi.org/10.1016/j.virol.2006.02.041"
"667","Pipistrellus abramus","Vespertilionidae","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138","https://doi.org/10.1038/ismej.2015.138"
"668","Pipistrellus abramus","Vespertilionidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"669","Pipistrellus cf. hesperidus","Vespertilionidae","Africa","Uganda","Anthony 2017 mBio https://doi.org/10.1128/mBio.00373-17","https://doi.org/10.1128/mBio.00373-17"
"670","Pipistrellus cf. hesperidus","Vespertilionidae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"671","Pipistrellus coromandra","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"672","Pipistrellus coromandra","Vespertilionidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"673","Pipistrellus deserti","Vespertilionidae","Africa","Egypt","Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397","https://dx.doi.org/10.3201%2Feid2201.151397"
"674","Pipistrellus hesperidus","Vespertilionidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"675","Pipistrellus inexspectatus","Vespertilionidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"676","Pipistrellus kuhlii","Vespertilionidae","Europe","Italy","De Sabato 2018 Virus Research https://doi.org/10.1016/j.virusres.2018.11.007","https://doi.org/10.1016/j.virusres.2018.11.007"
"677","Pipistrellus kuhlii","Vespertilionidae","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1","https://doi.org/10.1007/s00705-011-1057-1"
"678","Pipistrellus kuhlii","Vespertilionidae","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679","https://doi.org/10.3390/v5112679"
"679","Pipistrellus kuhlii","Vespertilionidae","Europe","Italy","Leopardi 2020 Viruses https://doi.org/10.3390/v13010004","https://doi.org/10.3390/v13010004"
"680","Pipistrellus kuhlii","Vespertilionidae","Asia","Saudi Arabia","Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172","https://dx.doi.org/10.3201%2Feid1911.131172"
